[2025-12-23--12-47-33 INFO actix_server::builder] starting 5 workers
[2025-12-23--12-47-33 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2025-12-23--12-47-33 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2025-12-23--12-47-34 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET / HTTP/1.1" 200 7944 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.023549
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/txtx.png HTTP/1.1" 200 4197 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000115
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/4135912b5bad88ac.css HTTP/1.1" 200 27397 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.005193
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/webpack-85960f32b9e66bf1.js HTTP/1.1" 200 4814 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000608
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4bd1b696-cc729d47eba2cee4.js HTTP/1.1" 200 55434 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.006968
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/main-app-3e881fb742a87abf.js HTTP/1.1" 200 219 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000767
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/c16f53c3-d20dab724af58680.js HTTP/1.1" 200 2698 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001404
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5964-bac2686a39d63815.js HTTP/1.1" 200 44320 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.008227
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/6995-8a78e441bf4149cb.js HTTP/1.1" 200 11653 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.011164
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/6064-4a461e0fa87769d6.js HTTP/1.1" 200 6586 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.002070
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/6444-0780fad9db04eb12.js HTTP/1.1" 200 8649 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.012068
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5610-2b71697c5d2a88e7.js HTTP/1.1" 200 3294 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000827
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5867-1352dda0ddd972ed.js HTTP/1.1" 200 10573 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.006436
